date,price,bedrooms,bathrooms,sqft_living,waterfront,view,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,expensive_home,house_age,sqft_ratio,house_age_group
20141008T000000,2230000.0,3,3.5,3760,1,4,11,2830,930,2014,98056,47.5285,-122.205,3560,5762,1,11,0.9468085106382979,Modern
20140527T000000,450800.0,4,3.25,2510,0,0,9,2510,0,2009,98056,47.5028,-122.17,1590,9583,0,16,0.6334661354581673,Modern
20140829T000000,461100.0,2,2.25,1210,0,0,8,1120,90,2010,98117,47.6783,-122.376,1360,1349,0,15,1.1239669421487604,Modern
20141001T000000,1061600.0,4,3.0,2990,0,0,10,2990,0,2014,98075,47.5817,-122.047,2760,6600,1,11,0.9230769230769231,Modern
20150408T000000,590000.0,3,2.5,1710,0,0,8,1710,0,2006,98116,47.5787,-122.392,1640,5750,1,19,0.9590643274853801,Modern
20140716T000000,478830.0,4,2.5,3274,0,0,9,3274,0,2014,98092,47.2603,-122.195,2578,4200,0,11,0.7874160048869884,Modern
20140709T000000,760000.0,4,2.25,3300,0,0,9,3300,0,2014,98126,47.5363,-122.377,1290,8369,1,11,0.39090909090909093,Modern
20140703T000000,1025000.0,4,3.5,4370,0,0,11,4370,0,2008,98059,47.5066,-122.148,3560,8070,1,17,0.8146453089244852,Modern
20140613T000000,385000.0,4,2.5,2050,0,0,7,2050,0,2006,98059,47.491,-122.15,2480,5447,0,19,1.2097560975609756,Modern
20140516T000000,500000.0,2,2.5,1310,0,0,8,1160,150,2006,98122,47.6112,-122.309,1320,1581,0,19,1.0076335877862594,Modern
20150415T000000,425000.0,3,1.5,1680,0,0,7,1680,0,2012,98014,47.6923,-121.869,1990,26336,0,13,1.1845238095238095,Modern
20140905T000000,552100.0,3,3.0,1330,0,0,8,1120,210,2005,98122,47.6126,-122.313,1810,1770,1,20,1.3609022556390977,Modern
20141229T000000,785000.0,3,3.0,1950,0,0,9,1610,340,2009,98004,47.6078,-122.202,2040,2131,1,16,1.0461538461538462,Modern
20150323T000000,615000.0,5,3.25,3090,0,0,9,3090,0,2012,98056,47.5114,-122.196,2480,8000,1,13,0.8025889967637541,Modern
20150423T000000,309000.0,3,2.5,1950,0,0,7,1950,0,2013,98042,47.3588,-122.082,1950,3825,0,12,1.0,Modern
20150220T000000,369500.0,3,2.0,1108,0,0,7,1108,0,2009,98115,47.6961,-122.318,1285,1253,0,16,1.1597472924187726,Modern
20150211T000000,391000.0,4,2.25,2190,0,0,7,2190,0,2006,98059,47.4861,-122.161,2190,3980,0,19,1.0,Modern
20141029T000000,465000.0,3,1.75,1590,0,0,8,1060,530,2014,98144,47.5753,-122.294,1530,5400,0,11,0.9622641509433962,Modern
20140606T000000,879950.0,4,2.75,3010,0,0,9,3010,0,2014,98033,47.6952,-122.178,3010,7215,1,11,1.0,Modern
20141023T000000,372000.0,3,2.0,1330,0,0,8,1060,270,2014,98136,47.5522,-122.382,1440,2428,0,11,1.0827067669172932,Modern
20140522T000000,259000.0,3,2.5,1550,0,0,7,1550,0,2011,98002,47.3528,-122.211,2095,3402,0,14,1.3516129032258064,Modern
20140707T000000,374000.0,2,1.5,1260,0,0,7,1260,0,2001,98144,47.5914,-122.295,1220,1740,0,24,0.9682539682539683,Modern
20150305T000000,561000.0,4,2.5,2550,0,0,8,2550,0,2001,98065,47.5355,-121.874,2850,6109,1,24,1.1176470588235294,Modern
20150403T000000,610000.0,3,2.5,1300,0,0,8,1300,0,2007,98103,47.6607,-122.352,1450,5270,1,18,1.1153846153846154,Modern
20150108T000000,635000.0,3,3.0,2230,0,0,8,1850,380,2014,98027,47.5446,-122.017,2290,1407,1,11,1.0269058295964126,Modern
20140627T000000,235000.0,1,1.5,1170,0,0,8,1070,100,2007,98126,47.5493,-122.372,1360,1730,0,18,1.1623931623931625,Modern
20140716T000000,623300.0,4,3.5,4170,0,0,9,3500,670,2007,98072,47.7726,-122.162,3510,5001,1,18,0.841726618705036,Modern
20141023T000000,412500.0,3,2.0,1680,0,0,7,1680,0,2007,98065,47.5206,-121.868,2430,6883,0,18,1.4464285714285714,Modern
20141121T000000,380000.0,4,3.25,2864,0,0,8,2864,0,2014,98030,47.3746,-122.189,2419,8984,0,11,0.8446229050279329,Modern
20140623T000000,497000.0,3,2.25,1630,0,0,7,1630,0,2005,98029,47.5485,-121.999,1630,3348,0,20,1.0,Modern
20141111T000000,452000.0,4,2.5,2716,0,0,9,2716,0,2014,98030,47.352,-122.197,2580,14448,0,11,0.9499263622974963,Modern
20141025T000000,312000.0,3,2.5,1750,0,0,7,1750,0,2013,98038,47.3597,-122.045,1810,4090,0,12,1.0342857142857143,Modern
20140919T000000,469950.0,5,3.0,3223,0,0,9,3223,0,2014,98042,47.3588,-122.163,1979,19030,0,11,0.6140242010549177,Modern
20140805T000000,775000.0,5,2.5,2600,0,0,9,2600,0,2014,98136,47.5409,-122.39,1620,5000,1,11,0.6230769230769231,Modern
20150427T000000,679990.0,4,2.75,3320,0,0,8,3320,0,2014,98133,47.7521,-122.334,2140,8727,1,11,0.6445783132530121,Modern
20140627T000000,288790.0,4,2.0,1350,0,0,7,1350,0,2008,98027,47.5401,-122.026,1390,942,0,17,1.0296296296296297,Modern
20150408T000000,800000.0,5,2.5,3410,0,0,9,3410,0,2007,98006,47.5459,-122.184,2810,5129,1,18,0.8240469208211144,Modern
20150427T000000,299000.0,3,2.5,1572,0,0,8,1572,0,2013,98092,47.2615,-122.198,1608,5175,0,12,1.0229007633587786,Modern
20150129T000000,332000.0,4,2.5,2300,0,0,7,2300,0,2013,98042,47.3599,-122.082,2300,3825,0,12,1.0,Modern
20140903T000000,620000.0,3,1.75,1458,0,0,8,950,508,2014,98144,47.592,-122.293,1458,3000,1,11,1.0,Modern
20141103T000000,452000.0,4,2.5,2190,0,0,7,2190,0,2007,98065,47.5191,-121.869,2190,5900,0,18,1.0,Modern
20141028T000000,630000.0,4,3.0,3640,0,0,8,2740,900,2010,98118,47.5428,-122.27,1910,9189,1,15,0.5247252747252747,Modern
20140724T000000,485000.0,4,2.75,2790,0,0,8,2790,0,2013,98045,47.4823,-121.772,2620,6178,0,12,0.9390681003584229,Modern
20141013T000000,349950.0,4,2.5,2632,0,0,8,2632,0,2013,98001,47.3428,-122.278,2040,5195,0,12,0.7750759878419453,Modern
20140701T000000,499990.0,4,2.75,2910,0,0,8,2910,0,2013,98045,47.4826,-121.771,2790,6352,0,12,0.9587628865979382,Modern
20141205T000000,510000.0,2,2.25,1470,0,0,8,1340,130,2005,98115,47.6768,-122.301,1470,1582,1,20,1.0,Modern
20140508T000000,494000.0,3,2.5,2310,0,0,8,2310,0,2011,98028,47.7734,-122.237,2440,4711,0,14,1.0562770562770563,Modern
20140626T000000,429900.0,3,2.5,2370,0,0,8,2370,0,2009,98019,47.7333,-121.975,2130,6850,0,16,0.8987341772151899,Modern
20141015T000000,505000.0,4,2.75,2980,0,0,8,1910,1070,2007,98056,47.5073,-122.172,2580,12231,1,18,0.8657718120805369,Modern
20140715T000000,272000.0,4,2.0,1870,0,3,7,1870,0,2009,98022,47.1934,-121.977,2280,5331,0,16,1.2192513368983957,Modern
20150210T000000,671500.0,3,2.5,1770,0,0,8,1770,0,2012,98103,47.6532,-122.348,1720,3360,1,13,0.9717514124293786,Modern
20150311T000000,729950.0,4,3.5,3510,0,0,10,3510,0,2001,98065,47.5412,-121.876,4200,9935,1,24,1.1965811965811965,Modern
20140721T000000,471835.0,4,2.5,3281,0,0,9,3281,0,2014,98092,47.3273,-122.163,2598,4815,0,11,0.7918317586101798,Modern
20141103T000000,249950.0,3,2.0,1670,0,0,7,1670,0,2014,98022,47.1948,-121.974,1670,4558,0,11,1.0,Modern
20140808T000000,424950.0,5,3.5,2760,0,0,8,2760,0,2013,98056,47.5047,-122.17,2760,4587,0,12,1.0,Modern
20140709T000000,1240000.0,5,3.5,5430,0,2,10,4010,1420,2007,98006,47.5476,-122.116,4340,10324,1,18,0.7992633517495396,Modern
20140911T000000,440000.0,4,2.5,2990,0,0,9,2990,0,2011,98010,47.3139,-122.024,2810,7401,0,14,0.939799331103679,Modern
20150408T000000,495000.0,4,3.5,3170,0,0,8,2530,640,2008,98059,47.5049,-122.155,2640,3844,0,17,0.832807570977918,Modern
20140513T000000,870000.0,4,2.5,3520,0,0,9,2650,870,2006,98136,47.5317,-122.391,2930,6458,1,19,0.8323863636363636,Modern
20141125T000000,559000.0,2,3.0,1650,0,0,8,1350,300,2015,98103,47.6611,-122.346,1650,3000,1,10,1.0,New
20140507T000000,495000.0,4,2.75,2656,0,0,9,2656,0,2014,98001,47.3162,-122.272,1860,16510,0,11,0.7003012048192772,Modern
20150213T000000,722000.0,3,2.5,2230,0,0,8,2230,0,2014,98133,47.7295,-122.334,2230,4513,1,11,1.0,Modern
20140702T000000,567500.0,3,2.5,2280,0,0,8,1880,400,2006,98027,47.5364,-122.073,2280,2812,1,19,1.0,Modern
20141217T000000,440000.0,4,2.5,2798,0,0,9,2798,0,2011,98092,47.3308,-122.187,2502,5707,0,14,0.8942101501072195,Modern
20140829T000000,400000.0,4,2.5,2398,0,0,8,2398,0,2008,98055,47.452,-122.204,2370,5988,0,17,0.9883236030025021,Modern
20141006T000000,459995.0,4,2.5,2350,0,0,8,2350,0,2014,98059,47.4786,-122.123,2590,4136,0,11,1.102127659574468,Modern
20140507T000000,365000.0,5,2.75,2410,0,0,7,1410,1000,2008,98118,47.5298,-122.274,1590,5003,0,17,0.6597510373443983,Modern
20150417T000000,389950.0,3,2.25,1580,0,0,8,1580,0,2015,98106,47.5578,-122.363,1250,1150,0,10,0.7911392405063291,New
20140708T000000,320000.0,3,3.25,1450,0,0,8,1180,270,2013,98106,47.5556,-122.362,1450,1198,0,12,1.0,Modern
20140613T000000,415500.0,4,2.5,1750,0,0,7,1750,0,2009,98028,47.7608,-122.232,1580,4687,0,16,0.9028571428571428,Modern
20150309T000000,775000.0,3,2.5,3020,0,0,9,2360,660,2008,98126,47.5714,-122.373,2280,4120,1,17,0.7549668874172185,Modern
20150311T000000,590000.0,3,3.0,1740,0,0,8,1740,0,2007,98107,47.67,-122.391,1370,1180,1,18,0.7873563218390804,Modern
20150123T000000,950000.0,2,2.25,2200,0,0,9,1760,440,2007,98004,47.6213,-122.2,2020,1957,1,18,0.9181818181818182,Modern
20140806T000000,378950.0,4,2.5,1867,0,0,9,1867,0,2013,98030,47.3524,-122.198,2616,8048,0,12,1.401178361006963,Modern
20140508T000000,441750.0,2,1.5,1020,0,0,8,1020,0,2008,98103,47.6801,-122.348,1340,1415,0,17,1.3137254901960784,Modern
20141031T000000,335900.0,4,2.75,2475,0,0,7,2475,0,2014,98002,47.345,-122.209,2475,4000,0,11,1.0,Modern
20140627T000000,229800.0,2,1.75,1110,0,0,8,1110,0,2014,98108,47.5647,-122.293,1420,2855,0,11,1.2792792792792793,Modern
20150310T000000,645000.0,3,2.5,1900,0,0,7,1700,200,2007,98119,47.6465,-122.358,1780,1877,1,18,0.9368421052631579,Modern
20150423T000000,448000.0,3,3.25,1560,0,0,8,1260,300,2009,98126,47.5637,-122.375,1560,4800,0,16,1.0,Modern
20141216T000000,706000.0,4,2.5,2510,0,0,8,2510,0,2011,98053,47.6894,-122.016,2520,5436,1,14,1.00398406374502,Modern
20150227T000000,988990.0,4,4.75,4150,0,0,9,4150,0,2014,98052,47.7047,-122.123,3570,6285,1,11,0.8602409638554217,Modern
20140716T000000,716000.0,3,3.0,1660,0,0,9,1660,0,2013,98103,47.6649,-122.353,1660,3300,1,12,1.0,Modern
20150421T000000,319000.0,2,1.5,1090,0,0,8,1090,0,2009,98133,47.7235,-122.352,1090,1118,0,16,1.0,Modern
20141014T000000,300000.0,4,2.5,1914,0,0,8,1914,0,2009,98055,47.4297,-122.189,1714,3250,0,16,0.8955067920585162,Modern
20140502T000000,625000.0,4,3.25,2730,0,0,9,1560,1170,2007,98059,47.5133,-122.11,2730,111274,1,18,1.0,Modern
20140514T000000,773000.0,3,2.75,2470,0,0,9,2470,0,2007,98029,47.5406,-121.994,2570,3600,1,18,1.040485829959514,Modern
20140925T000000,392000.0,5,2.5,2340,0,0,7,2340,0,2009,98059,47.4913,-122.152,2190,4869,0,16,0.9358974358974359,Modern
20140911T000000,549995.0,4,3.5,2660,0,0,8,1920,740,2014,98059,47.4775,-122.122,2970,5690,1,11,1.1165413533834587,Modern
20140920T000000,480000.0,3,2.5,2410,0,0,7,2410,0,2009,98065,47.5203,-121.874,2410,4840,0,16,1.0,Modern
20141020T000000,355000.0,3,2.25,1430,0,0,7,1430,0,2010,98059,47.4867,-122.152,1639,3854,0,15,1.146153846153846,Modern
20141230T000000,208400.0,2,2.5,1570,0,0,7,1570,0,2007,98106,47.534,-122.365,1570,1300,0,18,1.0,Modern
20140822T000000,831548.0,5,2.75,3010,0,0,9,3010,0,2014,98074,47.6067,-122.052,3230,5415,1,11,1.0730897009966778,Modern
20141117T000000,279500.0,4,2.5,1613,0,0,7,1613,0,2009,98042,47.3859,-122.162,1427,4341,0,16,0.8846869187848729,Modern
20150227T000000,445000.0,3,2.5,2380,0,0,8,2380,0,2008,98056,47.5066,-122.192,2150,7600,0,17,0.9033613445378151,Modern
20140616T000000,492500.0,5,2.5,2570,0,0,8,2570,0,2006,98019,47.7275,-121.957,2890,9075,0,19,1.1245136186770428,Modern
20140709T000000,435000.0,4,2.5,2550,0,0,7,2550,0,2009,98059,47.4919,-122.153,2550,4660,0,16,1.0,Modern
20150512T000000,325000.0,3,2.25,1330,0,0,7,1330,0,2007,98125,47.7177,-122.292,1310,1941,0,18,0.9849624060150376,Modern
20141117T000000,453000.0,2,1.5,1160,0,0,7,970,190,2005,98103,47.6608,-122.335,1700,3150,0,20,1.4655172413793103,Modern
20140822T000000,612995.0,5,3.5,3240,0,0,8,2760,480,2014,98059,47.4779,-122.122,2970,5690,1,11,0.9166666666666666,Modern
20140904T000000,540000.0,4,2.5,2710,0,0,7,2710,0,2011,98065,47.5164,-121.875,2710,5000,1,14,1.0,Modern
20140812T000000,799950.0,3,2.25,1860,0,0,9,1860,0,2014,98112,47.6368,-122.279,1680,3080,1,11,0.9032258064516129,Modern
20141124T000000,495000.0,3,2.25,1280,0,0,8,1080,200,2008,98107,47.6651,-122.368,1280,1681,0,17,1.0,Modern
20150228T000000,579950.0,3,2.5,1810,0,0,7,1810,0,2014,98117,47.6957,-122.376,1560,1586,1,11,0.861878453038674,Modern
20150220T000000,331000.0,2,2.25,1240,0,0,7,1150,90,2008,98027,47.5322,-122.072,1260,810,0,17,1.0161290322580645,Modern
20140825T000000,580000.0,4,3.5,1460,0,0,8,1460,0,2008,98115,47.6821,-122.326,1430,1282,1,17,0.9794520547945206,Modern
20150414T000000,669000.0,2,2.5,1640,0,0,10,1640,0,2014,98118,47.5639,-122.292,1820,2653,1,11,1.1097560975609757,Modern
20140703T000000,2351960.0,4,4.25,5010,0,1,11,4000,1010,2014,98040,47.5455,-122.211,3820,17064,1,11,0.7624750499001997,Modern
20150116T000000,539900.0,3,3.25,1300,0,0,8,1080,220,2005,98103,47.6584,-122.346,1290,1323,1,20,0.9923076923076923,Modern
20140723T000000,490000.0,4,2.5,2510,0,0,8,2510,0,2010,98059,47.4927,-122.147,2510,4314,0,15,1.0,Modern
20140527T000000,627000.0,3,3.5,2710,0,0,8,1650,1060,2005,98027,47.5359,-122.072,2440,2867,1,20,0.9003690036900369,Modern
20140728T000000,458000.0,4,3.5,3217,0,0,8,2587,630,2008,98055,47.4483,-122.203,2996,5418,0,17,0.9313024557040721,Modern
20141110T000000,440000.0,3,2.5,1650,0,0,7,1520,130,2007,98108,47.5634,-122.298,1520,2287,0,18,0.9212121212121213,Modern
20150310T000000,1698000.0,4,3.5,3950,0,0,11,3950,0,2015,98112,47.6221,-122.29,2040,6240,1,10,0.5164556962025316,New
20150511T000000,935000.0,2,2.5,1680,0,0,9,1680,0,2009,98119,47.632,-122.361,1680,977,1,16,1.0,Modern
20150417T000000,641000.0,5,3.5,3420,0,2,8,2700,720,2013,98065,47.5162,-121.874,2710,6038,1,12,0.7923976608187134,Modern
20140911T000000,452000.0,3,2.75,2300,0,0,8,1700,600,2007,98106,47.545,-122.36,1530,9100,0,18,0.6652173913043479,Modern
20141223T000000,625000.0,4,2.75,3010,0,2,9,2570,440,2012,98065,47.5171,-121.876,1830,2952,1,13,0.6079734219269103,Modern
20150303T000000,1350000.0,4,3.5,4680,0,0,10,3040,1640,2008,98033,47.6984,-122.206,3240,10749,1,17,0.6923076923076923,Modern
20140908T000000,834950.0,5,3.5,3630,0,0,9,2790,840,2014,98034,47.718,-122.156,3600,4992,1,11,0.9917355371900827,Modern
20141028T000000,1500000.0,3,3.5,3530,0,0,10,2370,1160,2008,98103,47.6857,-122.339,1780,3610,1,17,0.5042492917847026,Modern
20140825T000000,305000.0,4,2.5,2280,0,0,7,2280,0,2006,98038,47.3586,-122.036,2630,4045,0,19,1.1535087719298245,Modern
20141112T000000,659000.0,3,2.5,3090,0,0,8,3090,0,2007,98019,47.7072,-121.927,2200,292645,1,18,0.7119741100323624,Modern
20140522T000000,353000.0,1,1.0,550,0,0,7,550,0,2008,98122,47.616,-122.314,1460,1385,0,17,2.6545454545454548,Modern
20150304T000000,535000.0,4,3.25,2840,0,3,9,2330,510,2014,98108,47.5529,-122.293,2160,4867,1,11,0.7605633802816901,Modern
20140708T000000,999000.0,4,2.5,3130,0,0,10,3130,0,2013,98033,47.6828,-122.186,2470,9131,1,12,0.7891373801916933,Modern
20150129T000000,375000.0,3,2.5,1440,0,0,8,1440,0,2009,98103,47.6995,-122.346,1440,1434,0,16,1.0,Modern
20140616T000000,685000.0,4,3.5,2840,0,0,8,2840,0,2008,98125,47.7033,-122.321,1730,5279,1,17,0.6091549295774648,Modern
20140808T000000,333000.0,4,2.5,2623,0,0,8,2623,0,2012,98092,47.259,-122.202,2010,4939,0,13,0.7662981319100267,Modern
20150508T000000,1999950.0,4,3.25,5640,0,2,11,4900,740,2015,98006,47.5491,-122.104,4920,35033,1,10,0.8723404255319149,New
20141015T000000,329950.0,2,2.25,1260,0,0,7,1170,90,2008,98027,47.5323,-122.072,1240,809,0,17,0.9841269841269841,Modern
20150420T000000,403000.0,2,1.0,894,0,0,7,894,0,2011,98115,47.6911,-122.313,1131,1992,0,14,1.2651006711409396,Modern
20141111T000000,559630.0,4,2.5,3370,0,0,9,3370,0,2014,98038,47.3562,-122.022,2980,5046,1,11,0.884272997032641,Modern
20140818T000000,344000.0,3,2.25,1250,0,0,8,1250,0,2007,98103,47.6907,-122.343,1250,1158,0,18,1.0,Modern
20150402T000000,435000.0,3,1.5,1180,0,0,7,1180,0,2008,98115,47.6845,-122.315,1280,3360,0,17,1.0847457627118644,Modern
20140522T000000,430000.0,2,2.5,1520,0,0,8,1240,280,2007,98144,47.5825,-122.313,1660,6000,0,18,1.0921052631578947,Modern
20141117T000000,417000.0,3,2.5,2000,0,0,7,2000,0,2010,98059,47.4937,-122.149,2230,4501,0,15,1.115,Modern
20150409T000000,895950.0,5,2.75,3180,0,0,9,3180,0,2014,98074,47.6232,-122.023,3180,7782,1,11,1.0,Modern
20150319T000000,563950.0,4,2.75,3050,0,0,8,3050,0,2014,98059,47.4857,-122.153,2730,5480,1,11,0.8950819672131147,Modern
20140822T000000,1488000.0,5,6.0,6880,0,3,12,4070,2810,2007,98045,47.4624,-121.779,4690,256803,1,18,0.6816860465116279,Modern
20140612T000000,680000.0,3,2.5,2570,0,0,9,2570,0,2007,98027,47.5412,-121.994,2570,3600,1,18,1.0,Modern
20150209T000000,825750.0,4,3.5,2950,0,0,10,2270,680,2012,98027,47.5313,-122.074,2580,3581,1,13,0.8745762711864407,Modern
20141209T000000,338000.0,3,2.5,1690,0,0,8,1410,280,2014,98106,47.5387,-122.367,1740,1760,0,11,1.029585798816568,Modern
20140718T000000,535365.0,4,2.75,2790,0,0,8,2790,0,2012,98045,47.4836,-121.769,2620,6307,1,13,0.9390681003584229,Modern
20141211T000000,608000.0,3,2.25,1720,0,0,9,1240,480,2011,98118,47.5547,-122.278,1720,5825,1,14,1.0,Modern
20141016T000000,930000.0,3,2.25,2890,0,0,9,2890,0,2014,98117,47.6983,-122.389,2020,5000,1,11,0.698961937716263,Modern
20141021T000000,565000.0,2,1.75,1130,0,0,8,1130,0,2006,98022,47.2673,-122.027,2092,217800,1,19,1.8513274336283185,Modern
20141219T000000,495000.0,2,2.25,1460,0,0,8,1260,200,2005,98115,47.6764,-122.301,1460,1137,0,20,1.0,Modern
20140722T000000,667000.0,3,2.5,2510,0,0,8,2510,0,2007,98052,47.6987,-122.096,2520,3990,1,18,1.00398406374502,Modern
20141112T000000,495000.0,4,2.5,3390,0,0,8,3390,0,2014,98188,47.4536,-122.274,1960,10069,0,11,0.5781710914454278,Modern
20140929T000000,928990.0,4,2.5,3570,0,0,9,3570,0,2014,98052,47.7053,-122.126,3600,6050,1,11,1.0084033613445378,Modern
20140630T000000,345000.0,4,2.5,2280,0,0,7,2280,0,2006,98038,47.3593,-122.037,2910,5000,0,19,1.2763157894736843,Modern
20141216T000000,1065000.0,5,3.5,2920,0,0,9,2260,660,2014,98103,47.6846,-122.349,1580,4000,1,11,0.541095890410959,Modern
20140703T000000,519995.0,4,3.0,2590,0,0,8,2590,0,2014,98059,47.4784,-122.122,2670,5600,1,11,1.0308880308880308,Modern
20141105T000000,924000.0,5,2.75,3210,0,0,9,3210,0,2014,98074,47.5935,-122.061,3190,6624,1,11,0.9937694704049844,Modern
20150424T000000,295000.0,3,2.0,1230,0,0,7,1230,0,2010,98058,47.438,-122.179,1440,4066,0,15,1.170731707317073,Modern
20140721T000000,472000.0,3,2.5,3800,0,0,8,3210,590,2005,98045,47.4304,-121.841,2040,109771,0,20,0.5368421052631579,Modern
20140801T000000,405000.0,3,2.5,1500,0,0,7,1500,0,2005,98029,47.5537,-121.998,1440,2170,0,20,0.96,Modern
20140718T000000,410000.0,4,2.25,2510,0,0,8,1840,670,2012,98019,47.7345,-121.967,2070,4090,0,13,0.8247011952191236,Modern
20141125T000000,419500.0,3,1.5,1400,0,0,8,1400,0,2007,98115,47.6989,-122.317,1270,1413,0,18,0.9071428571428571,Modern
20140903T000000,382000.0,3,2.25,1450,0,0,7,1450,0,2009,98028,47.7611,-122.233,1490,4667,0,16,1.0275862068965518,Modern
20150224T000000,370000.0,2,2.5,1390,0,0,7,1180,210,2007,98118,47.5537,-122.282,1350,1821,0,18,0.9712230215827338,Modern
20141006T000000,553000.0,3,2.75,3160,0,0,9,3160,0,2005,98056,47.5147,-122.177,3160,9072,1,20,1.0,Modern
20140630T000000,2065000.0,4,3.75,4350,0,0,10,4350,0,2013,98004,47.6289,-122.205,2190,8557,1,12,0.503448275862069,Modern
20150401T000000,455950.0,4,2.5,2720,0,0,8,2720,0,2015,98056,47.4917,-122.17,1940,4184,0,10,0.7132352941176471,New
20141027T000000,331000.0,3,3.25,1290,0,0,7,1290,0,2008,98103,47.6904,-122.346,1290,1200,0,17,1.0,Modern
20140507T000000,417250.0,3,2.25,1606,0,0,8,1606,0,2009,98125,47.7175,-122.284,1516,1939,0,16,0.9439601494396015,Modern
20140520T000000,490000.0,5,3.5,4460,0,2,10,3280,1180,2015,98119,47.6313,-122.37,2490,4231,0,10,0.5582959641255605,New
20140804T000000,325000.0,4,3.25,2800,0,0,7,2800,0,2011,98022,47.1937,-121.977,2380,5291,0,14,0.85,Modern
20150223T000000,705000.0,5,3.5,3250,0,0,9,2410,840,2010,98106,47.5618,-122.362,1330,4920,1,15,0.40923076923076923,Modern
20140717T000000,1174660.0,6,3.5,4310,0,0,10,3260,1050,2013,98059,47.5297,-122.155,4620,10217,1,12,1.0719257540603249,Modern
20150222T000000,365000.0,3,2.25,1310,0,0,7,1060,250,2007,98144,47.5738,-122.293,1500,1215,0,18,1.1450381679389312,Modern
20141117T000000,403000.0,2,1.5,1240,0,0,8,1080,160,2009,98144,47.5758,-122.309,1530,1209,0,16,1.2338709677419355,Modern
20140813T000000,409000.0,3,2.5,1950,0,0,7,1950,0,2007,98065,47.5194,-121.869,2190,5900,0,18,1.123076923076923,Modern
20150407T000000,391000.0,3,2.5,1800,0,0,8,1800,0,2011,98126,47.5436,-122.369,1800,2380,0,14,1.0,Modern
20140616T000000,542525.0,4,2.5,2650,0,0,8,2650,0,2014,98059,47.4786,-122.122,2650,5600,1,11,1.0,Modern
20140507T000000,339950.0,2,1.0,820,0,0,8,820,0,2006,98103,47.6619,-122.352,820,1156,0,19,1.0,Modern
20140819T000000,499990.0,4,2.75,2620,0,0,8,2620,0,2012,98045,47.4838,-121.769,2620,6543,0,13,1.0,Modern
20140923T000000,1765000.0,4,3.25,3980,0,0,10,3980,0,2011,98004,47.5873,-122.196,2450,10912,1,14,0.6155778894472361,Modern
20150323T000000,608000.0,3,3.5,1660,0,0,8,1260,400,2009,98116,47.5809,-122.403,1500,2198,1,16,0.9036144578313253,Modern
20150312T000000,392000.0,4,2.5,2130,0,0,8,2130,0,2014,98146,47.5108,-122.363,1830,7817,0,11,0.8591549295774648,Modern
20150417T000000,320000.0,3,1.75,1790,0,0,7,1790,0,2003,98014,47.7179,-121.403,1440,59346,0,22,0.8044692737430168,Modern
20150417T000000,274800.0,3,1.75,1410,0,0,8,1410,0,2014,98106,47.5171,-122.347,1410,1899,0,11,1.0,Modern
20150427T000000,325000.0,3,2.25,1330,0,0,8,1080,250,2007,98106,47.555,-122.362,1260,1062,0,18,0.9473684210526315,Modern
20150429T000000,418500.0,4,2.5,2190,0,0,7,2190,0,2009,98059,47.4907,-122.152,2190,5670,0,16,1.0,Modern
20140502T000000,300000.0,3,2.5,2540,0,0,7,2540,0,2006,98042,47.3358,-122.055,2280,5050,0,19,0.8976377952755905,Modern
20150105T000000,269950.0,3,2.5,2244,0,0,7,2244,0,2012,98001,47.2606,-122.254,2077,4078,0,13,0.9255793226381461,Modern
20150506T000000,358000.0,3,2.5,2026,0,0,8,2026,0,2010,98042,47.3733,-122.162,2270,7611,0,15,1.1204343534057255,Modern
20150504T000000,350000.0,3,2.5,1730,0,0,8,1730,0,2013,98146,47.5016,-122.341,2030,4086,0,12,1.1734104046242775,Modern
20140528T000000,782000.0,4,3.5,3910,0,0,9,3130,780,2007,98029,47.5588,-122.036,3770,7021,1,18,0.9641943734015346,Modern
20140915T000000,779000.0,3,2.5,1580,0,1,9,1580,0,2009,98119,47.6276,-122.359,1610,1297,1,16,1.018987341772152,Modern
20141217T000000,685000.0,4,2.5,2510,0,0,8,2510,0,2007,98052,47.6981,-122.099,2540,4171,1,18,1.0119521912350598,Modern
20140529T000000,305000.0,2,2.25,1000,0,0,8,1000,0,2006,98117,47.6842,-122.387,980,1023,0,19,0.98,Modern
20150417T000000,350000.0,4,2.5,1660,0,0,7,1660,0,2007,98118,47.5437,-122.283,1030,5000,0,18,0.6204819277108434,Modern
20140923T000000,775000.0,4,3.5,3060,0,0,9,2410,650,2012,98029,47.5522,-122.001,3170,3634,1,13,1.0359477124183007,Modern
20140828T000000,317750.0,3,2.5,1980,0,0,7,1980,0,2012,98042,47.3682,-122.117,1980,4500,0,13,1.0,Modern
20140508T000000,438000.0,2,1.0,980,0,0,8,980,0,2010,98119,47.6381,-122.375,1190,1600,0,15,1.2142857142857142,Modern
20140528T000000,325000.0,2,2.5,1050,0,0,7,1050,0,2005,98144,47.5854,-122.313,1120,1693,0,20,1.0666666666666667,Modern
20150428T000000,830000.0,4,3.25,3080,0,0,10,2230,850,2012,98027,47.5313,-122.076,2250,2520,1,13,0.7305194805194806,Modern
20140922T000000,353000.0,3,2.25,1900,0,0,7,1900,0,2006,98059,47.4866,-122.16,1950,3800,0,19,1.0263157894736843,Modern
